,mcg,gvh,alm,mit,erl,pox,vac,nuc,localization.site
358,0.8048756,0.61894774,0.4202311,0.18016876,0.5,0.0,0.51470286,0.22,ME2
359,0.8026151,0.73948413,0.58736223,0.28148818,0.5,0.0,0.3784341,0.22,ME2
360,0.8183492,0.58694285,0.32996497,0.40462062,0.5,0.0,0.5357802,0.22,ME2
361,0.91560686,0.67063653,0.52183133,0.39944145,0.5,0.0,0.5250137,0.22,ME2
362,0.57457125,0.44321942,0.44748986,0.08515217,0.5,0.0,0.5430386,0.22,ME2
363,0.6567024,0.5726605,0.32642502,0.20840503,0.5,0.0,0.44797724,0.22,ME2
364,0.7998464,0.6836248,0.5234695,0.38170087,0.5,0.0,0.52389956,0.34641466,ME2
365,0.41310126,0.4681816,0.4820097,0.24542822,0.99999213,0.0,0.32523397,0.22,ME2
366,0.7924987,0.6268869,0.41450313,0.19888066,0.5,0.0,0.54323596,0.22,ME2
367,0.8326355,0.5499359,0.63911355,0.3057852,0.5,0.0,0.3010313,0.2720824,ME2
368,0.5457223,0.43533602,0.48392573,0.34298885,0.5,0.0,0.5070842,0.46995386,ME2
369,0.24299121,0.2609892,0.50829613,0.20041254,0.5,0.0,0.5026949,0.22,ME2
370,0.8579002,0.7014182,0.38974762,0.18828803,0.5,0.0,0.53604287,0.22,ME2
371,0.83658993,0.5539455,0.543468,0.34581026,0.5,0.0,0.43382156,0.42257202,ME2
372,0.8043225,0.76008993,0.40002736,0.31133994,0.5,0.0,0.5253645,0.22,ME2
373,0.76827425,0.58094895,0.32014525,0.23017779,0.5,0.0,0.5162503,0.22,ME2
374,0.5952567,0.47028664,0.40539455,0.6032165,0.5,0.0,0.42932355,0.43348038,ME2
375,0.896309,0.561146,0.38020512,0.30229577,0.5,0.0,0.5011533,0.22,ME2
376,0.90570474,0.86769414,0.57716835,0.65761745,0.5,0.0,0.547131,0.22,ME2
377,0.464635,0.43587548,0.50678605,0.18796563,0.5,0.0,0.5257376,0.22,ME2
378,0.70508367,0.8869889,0.44835424,0.30183,0.5,0.0,0.5200333,0.22,ME2
379,0.5302024,0.44153228,0.32875648,0.12482163,0.5,0.0,0.53082347,0.22,ME2
380,0.83824474,0.5820783,0.3555891,0.2380201,0.5,0.0,0.53298706,0.22,ME2
381,0.872863,0.5365167,0.3983122,0.18547416,0.5,0.0,0.5296496,0.22,ME2
382,0.96938646,0.81443566,0.3579448,0.63382655,0.5,0.0,0.43487808,0.22,ME2
383,0.7852355,0.6902154,0.5216671,0.25107282,0.5,0.0,0.5149645,0.22,ME2
384,0.9309865,0.6390939,0.27005973,0.44539022,0.5,0.0,0.34843016,0.22,ME2
385,0.79856443,0.51984876,0.33978328,0.040001307,0.5,0.0,0.5495144,0.22,ME2
386,0.8093713,0.58190906,0.3552892,0.22398102,0.5,0.0,0.4734531,0.22,ME2
387,0.5792567,0.5660846,0.45601052,0.18317278,0.5,0.0,0.4699309,0.22,ME2
388,0.8195393,0.6956656,0.40478456,0.25201443,0.5,0.0,0.5340615,0.22,ME2
389,0.7480177,0.5550315,0.6298836,0.2758478,0.5,0.0,0.3002502,0.25260767,ME2
390,0.7340248,0.5225852,0.37839842,0.234508,0.5,0.0,0.4486451,0.32203603,ME2
391,0.7623243,0.55807817,0.31837934,0.2765787,0.5,0.0,0.53241414,0.22,ME2
392,0.80361265,0.67599714,0.5196331,0.23983955,0.5,0.0,0.54000306,0.22,ME2
393,0.84772354,0.59874326,0.39315262,0.19947287,0.5,0.0,0.54518855,0.22,ME2
394,0.81756645,0.55330515,0.34952322,0.1864524,0.5,0.0,0.52906597,0.22,ME2
395,0.77726257,0.6416262,0.39249462,0.25382596,0.5,0.0,0.49530026,0.3701201,ME2
396,0.8125719,0.55118215,0.38392895,0.45487452,0.5,0.0,0.5382411,0.46957913,ME2
397,0.90256274,0.80672866,0.42984965,0.26325732,0.5,0.0,0.52395386,0.22,ME2
398,0.80022335,0.7101521,0.49615887,0.26646802,0.5,0.0,0.5332887,0.22,ME2
399,0.7780991,0.56553197,0.39388338,0.2728095,0.5,0.0,0.54389274,0.22,ME2
400,0.92760134,0.7677243,0.3717239,0.5745608,0.5,0.0,0.47258365,0.22,ME2
401,0.6979424,0.56699234,0.38422275,0.17396823,0.5,0.0,0.54535973,0.2827213,ME2
402,0.4193931,0.35821968,0.45637584,0.091627695,0.5,0.0,0.4974261,0.22,ME2
403,0.7143463,0.5440758,0.45532593,0.1755013,0.5,0.0,0.5288723,0.22,ME2
404,0.8044054,0.876373,0.38003704,0.18838575,0.5,0.0,0.5390055,0.22,ME2
405,0.76405984,0.5563898,0.3346645,0.2414927,0.5,0.0,0.51755977,0.22,ME2
406,0.7896293,0.684112,0.35393375,0.1880703,0.5,0.0,0.5322642,0.22,ME2
407,0.45863217,0.45561877,0.42119107,0.18541434,0.5,0.0,0.33605957,0.22,ME2
408,0.78572965,0.8742899,0.47162858,0.6956988,0.5,0.0,0.5357994,0.22,ME2
409,0.48873556,0.42615604,0.44321787,0.16404347,0.5,0.0,0.52484196,0.22,ME2
410,0.82448107,0.6162834,0.36673564,0.1940699,0.5,0.0,0.5198097,0.22,ME2
411,0.6959625,0.8762078,0.40078962,0.19768293,0.5,0.0,0.42753804,0.22,ME2
412,0.872258,0.6189827,0.4258382,0.25175968,0.5,0.0,0.640969,0.22,ME2
413,0.73168135,0.4488267,0.3860995,0.4461254,0.5,0.0,0.508668,0.22,ME2
414,0.720881,0.83737516,0.4412322,0.25042358,0.5,0.0,0.5407116,0.22,ME2
415,0.9257662,0.6605848,0.2709653,0.3562118,0.5,0.0,0.43548796,0.22,ME2
416,0.80509007,0.69915175,0.41690385,0.5714061,0.5,0.0,0.5482237,0.22,ME2
417,0.6174634,0.4396253,0.4435262,0.2631372,0.5,0.0,0.51355535,0.4680394,ME2
418,0.87316096,0.6720078,0.6768076,0.67894983,0.5,0.0,0.53846145,0.41863436,ME2
419,0.38479143,0.48803642,0.38919675,0.04965253,0.5,0.0,0.5208663,0.22,ME2
420,0.7416098,0.8938236,0.36696485,0.39909628,0.5,0.0,0.5237408,0.22,ME2
421,0.5948001,0.5786835,0.44007742,0.35383853,0.5,0.0,0.5032206,0.22,ME2
422,0.45098853,0.4754809,0.41123495,0.17342933,0.99999785,0.0,0.3903578,0.22,ME2
423,0.65637994,0.65420747,0.2902472,0.16571099,0.5,0.0,0.5160726,0.22,ME2
424,0.5503556,0.6601838,0.3779516,0.1727794,0.5,0.0,0.49310052,0.22,ME2
425,0.8093811,0.635441,0.3665413,0.4684668,0.5,0.0,0.603123,0.28331777,ME2
426,0.45717666,0.6108593,0.44157907,0.169533,0.5,0.0,0.5179682,0.22,ME2
427,0.826638,0.59186745,0.29027113,0.56953365,0.5,0.0,0.44493175,0.22,ME2
428,0.74955684,0.59927,0.41896135,0.22464605,0.5,0.0,0.5422512,0.22,ME2
429,0.24046552,0.25002414,0.47943857,0.1624526,0.5,0.0,0.45602736,0.22,ME2
430,0.551387,0.5465928,0.4743316,0.105031565,0.5,0.0,0.6484646,0.22,ME2
431,0.89133376,0.89996845,0.5651337,0.6083133,0.5,0.0,0.6755301,0.22,ME2
432,0.8003091,0.6290117,0.4425469,0.2341669,0.5,0.0,0.51475394,0.22,ME2
433,0.8710915,0.7604662,0.3291975,0.28534052,0.5,0.0,0.5330112,0.22,ME2
434,0.9699978,0.8288338,0.28133637,0.46011585,0.5,0.0,0.3445275,0.22,ME2
435,0.969917,0.8991828,0.35799083,0.34857166,0.5,0.0,0.41545606,0.22,ME2
436,0.84401226,0.5881517,0.34773883,0.4824253,0.5,0.0,0.5326956,0.22,ME2
437,0.50387114,0.57731235,0.3771328,0.15893722,0.5,0.0,0.5309999,0.22,ME2
438,0.7754553,0.7132372,0.40299338,0.37420776,0.5,0.0,0.5023713,0.22,ME2
439,0.92284703,0.871475,0.6444821,0.50285965,0.5,0.0,0.52613974,0.22,ME2
440,0.6954512,0.5641828,0.39187846,0.178686,0.5,0.0,0.5021101,0.22,ME2
441,0.803656,0.78533536,0.30382094,0.36088136,0.5,0.0,0.46568683,0.22,ME2
442,0.72812927,0.6383849,0.448873,0.6578965,0.5,0.0,0.5356631,0.22,ME2
443,0.44341612,0.4601179,0.47195354,0.132801,0.5,0.0,0.52692586,0.24711825,ME2
444,0.75094944,0.47454938,0.32858709,0.044938006,0.5,0.0,0.61273867,0.22,ME2
445,0.75218284,0.63420945,0.38637578,0.5052951,0.5,0.0,0.5380975,0.22,ME2
446,0.6799679,0.5231228,0.42757818,0.19838455,0.5,0.0,0.524555,0.22,ME2
447,0.82235533,0.5552549,0.2979873,0.04015461,0.5,0.0,0.52426857,0.22,ME2
448,0.9501616,0.59621763,0.30034363,0.13147135,0.5,0.0,0.46926233,0.22,ME2
449,0.7455399,0.585704,0.42432916,0.13276504,0.5,0.0,0.5457677,0.22,ME2
450,0.80644995,0.589035,0.4460284,0.20922919,0.5,0.0,0.53305584,0.22,ME2
451,0.39350468,0.31359583,0.35899797,0.23067933,0.5,0.0,0.45760724,0.22,ME2
452,0.52555203,0.6180106,0.4494954,0.22017027,0.5,0.0,0.5497359,0.22,ME2
453,0.806122,0.61990315,0.45384887,0.35246256,0.5,0.0,0.59298074,0.22,ME2
454,0.9169923,0.7155099,0.27096507,0.23215196,0.5,0.0,0.37983397,0.22,ME2
455,0.47072965,0.7519834,0.3664492,0.17237861,0.5,0.0,0.5018409,0.22,ME2
456,0.5307431,0.5687238,0.30909207,0.2712691,0.5,0.0,0.49241856,0.33862656,ME2
457,0.7876153,0.64245045,0.38348016,0.19962701,0.5,0.0,0.35315058,0.22,ME2
458,0.91504455,0.8989603,0.5347139,0.52798915,0.5,0.0,0.54910964,0.22,ME2
459,0.8429316,0.6560753,0.4220463,0.22108737,0.5,0.0,0.31708467,0.22,ME2
460,0.81847966,0.6885103,0.68964666,0.29886806,0.5,0.0,0.531605,0.22,ME2
461,0.41259763,0.4462472,0.33483592,0.11403101,0.5,0.0,0.5256249,0.22,ME2
462,0.71472144,0.47769177,0.29488814,0.32480177,0.5,0.0,0.40364388,0.22,ME2
463,0.67556727,0.506219,0.44261464,0.14410335,0.5,0.0,0.52133006,0.22,ME2
464,0.62198883,0.69485027,0.4041317,0.20126382,0.5,0.0,0.6173186,0.22,ME2
465,0.97,0.6144032,0.27027622,0.58541125,0.5,0.0,0.33507532,0.22,ME2
466,0.72937363,0.57356894,0.3655713,0.32236576,0.5,0.0,0.5292816,0.22,ME2
467,0.68053764,0.6025254,0.30200127,0.18799438,0.5,0.0,0.47433314,0.22,ME2
468,0.85530066,0.6773439,0.33766466,0.20263804,0.5,0.0,0.5217137,0.22,ME2
469,0.708497,0.84786344,0.4723989,0.5627198,0.5,0.0,0.51310736,0.22,ME2
470,0.81171465,0.55645454,0.5938992,0.28119743,0.5,0.0,0.30010802,0.29487,ME2
471,0.8216105,0.56601554,0.39913642,0.21198696,0.5,0.0,0.5490344,0.22,ME2
472,0.53554916,0.5455629,0.38512936,0.18088757,0.5,0.0,0.51898307,0.22,ME2
473,0.4605218,0.41671464,0.36232927,0.1948726,0.5,0.0,0.49685147,0.22,ME2
474,0.8516825,0.74699414,0.29968983,0.23398487,0.5,0.0,0.532122,0.22,ME2
475,0.67528766,0.5127622,0.36361963,0.19827436,0.5,0.0,0.45886,0.46314818,ME2
476,0.24813503,0.31738728,0.4473385,0.1540581,0.5,0.0,0.49411592,0.22,ME2
477,0.71433866,0.55877805,0.40008488,0.18441927,0.5,0.0,0.53521,0.22,ME2
478,0.27709776,0.5604227,0.4772868,0.06739378,0.5,0.0,0.5322823,0.22,ME2
479,0.6624295,0.8960875,0.65035826,0.28407812,0.5,0.0,0.34621957,0.22,ME2
480,0.96999925,0.7841828,0.27487886,0.3408684,0.5,0.0,0.34358457,0.22,ME2
481,0.8185843,0.89266956,0.680937,0.5774937,0.5,0.0,0.48787227,0.24362288,ME2
482,0.7879847,0.58324945,0.4928168,0.2595986,0.5,0.0,0.58540326,0.22,ME2
483,0.79958254,0.59365934,0.45254627,0.04,0.5,0.0,0.4253461,0.22,ME2
484,0.47879624,0.43545628,0.4292698,0.18653174,0.5,0.0,0.53361225,0.22,ME2
485,0.48605627,0.4444449,0.42411065,0.18606193,0.5,0.0,0.54517186,0.30780876,ME2
486,0.68032885,0.6775778,0.29060107,0.40127304,0.5,0.0,0.52433115,0.22,ME2
487,0.42754635,0.44838,0.40195948,0.18940718,0.9999957,0.0,0.42210853,0.22,ME2
488,0.45059967,0.4462706,0.46786085,0.16617276,0.5,0.0,0.5026677,0.46768832,ME2
489,0.7692145,0.8995092,0.30521345,0.59238875,0.5,0.0,0.5222314,0.22,ME2
490,0.7198169,0.68062013,0.3629333,0.1151243,0.5,0.0,0.533004,0.22,ME2
491,0.80694836,0.5832119,0.3674479,0.25272202,0.5,0.0,0.49471402,0.22,ME2
492,0.73402447,0.55044144,0.47451943,0.18341056,0.5,0.0,0.51356995,0.22,ME2
493,0.74305224,0.7819208,0.56965315,0.3508909,0.5,0.0,0.47713763,0.31303763,ME2
494,0.79347944,0.56804866,0.46042895,0.38506812,0.5,0.0,0.54268634,0.22,ME2
495,0.80185664,0.6134466,0.3769693,0.31269172,0.5,0.0,0.5053226,0.22,ME2
496,0.6763038,0.71185476,0.2909519,0.32055905,0.5,0.0,0.5287583,0.22,ME2
497,0.8137396,0.89364374,0.2989832,0.29587635,0.5,0.0,0.53686273,0.22,ME2
498,0.8781808,0.604861,0.30883887,0.28064176,0.5,0.0,0.43654746,0.22,ME2
499,0.59427124,0.6012527,0.41885746,0.1998151,0.5,0.0,0.33496338,0.3014004,ME2
500,0.73856574,0.78040296,0.3769572,0.1749868,0.5,0.0,0.4865417,0.22,ME2
501,0.6503139,0.72996205,0.36194816,0.16939177,0.5,0.0,0.3506796,0.22,ME2
502,0.6872215,0.56558126,0.39901298,0.19499673,0.5,0.0,0.52990174,0.22,ME2
503,0.7999451,0.6058687,0.45439422,0.31783935,0.5,0.0,0.52413666,0.22,ME2
504,0.64798623,0.896771,0.5221473,0.69399935,0.5,0.0,0.54276246,0.265756,ME2
505,0.9699485,0.72421134,0.27048162,0.3472175,0.5,0.0,0.33380726,0.22,ME2
506,0.7757983,0.76709515,0.38703337,0.4581739,0.5,0.0,0.54824346,0.22,ME2
507,0.8053717,0.58165663,0.45715365,0.60182756,0.5,0.0,0.54342306,0.22,ME2
508,0.8986794,0.54245925,0.41781074,0.17194015,0.5,0.0,0.4972688,0.22,ME2
509,0.88428944,0.66249293,0.5066453,0.3650104,0.5,0.0,0.66056526,0.22,ME2
510,0.61016685,0.86704177,0.54227906,0.32738534,0.5,0.0,0.5337632,0.27522692,ME2
511,0.55626667,0.63872766,0.342089,0.19575165,0.5,0.0,0.5110578,0.22,ME2
512,0.82270914,0.64503217,0.5052729,0.38393146,0.5,0.0,0.42861727,0.22,ME2
513,0.6256249,0.61577934,0.3454326,0.21998537,0.5,0.0,0.5282013,0.22,ME2
514,0.8112386,0.5502876,0.3978032,0.18858504,0.5,0.0,0.49189317,0.22,ME2
515,0.95331544,0.89945483,0.58760846,0.4708268,0.5,0.0,0.67223006,0.22,ME2
516,0.47430575,0.47650525,0.4262127,0.048334446,0.5,0.0,0.5521589,0.33435798,ME2
517,0.81279814,0.5813675,0.38611275,0.6307023,0.5,0.0,0.4743391,0.22,ME2
518,0.87504923,0.6282252,0.5171015,0.5578395,0.5,0.0,0.49436104,0.22,ME2
519,0.5273088,0.44842392,0.5043232,0.23784342,0.5,0.0,0.42287588,0.4699146,ME2
520,0.44515797,0.43873298,0.44366184,0.17064941,0.5,0.0,0.53008497,0.22,ME2
521,0.7734978,0.55663455,0.53627455,0.30055672,0.5,0.0,0.5145107,0.45806214,ME2
522,0.74894637,0.60288924,0.4381021,0.17954907,0.5,0.0,0.60816914,0.22,ME2
523,0.82561207,0.79520684,0.32052156,0.16968934,0.5,0.0,0.5112417,0.22,ME2
524,0.6920151,0.67736083,0.42498007,0.1841654,0.5,0.0,0.5137945,0.22,ME2
525,0.81906444,0.67464113,0.42390558,0.18560113,0.5,0.0,0.53806156,0.22,ME2
526,0.7924314,0.5933631,0.31517538,0.20321235,0.5,0.0,0.5439383,0.22,ME2
527,0.74407524,0.61689067,0.55902416,0.16802308,0.5,0.0,0.3365732,0.25041038,ME2
528,0.7316125,0.7263654,0.45527625,0.19659346,0.5,0.0,0.5319802,0.22,ME2
529,0.7416304,0.55529916,0.36229137,0.184949,0.5,0.0,0.53265035,0.22,ME2
530,0.73646665,0.5620746,0.52510136,0.40857387,0.5,0.0,0.5193218,0.22,ME2
531,0.8023418,0.5886464,0.36112875,0.20664011,0.5,0.0,0.4684036,0.22,ME2
532,0.74073845,0.65160894,0.43200946,0.19718598,0.5,0.0,0.52427775,0.22,ME2
533,0.7240003,0.4399637,0.40848443,0.30146372,0.5,0.0,0.42379555,0.22,ME2
534,0.8078205,0.8700832,0.40753254,0.331725,0.5,0.0,0.54140836,0.22,ME2
535,0.8136456,0.5658649,0.44454134,0.18810414,0.5,0.0,0.52677035,0.22,ME2
536,0.75491697,0.5519067,0.46089295,0.25259885,0.5,0.0,0.5340528,0.22,ME2
537,0.516019,0.45239678,0.33570358,0.040065955,0.5,0.0,0.5199048,0.22,ME2
538,0.97,0.6532079,0.27043182,0.6521084,0.5,0.0,0.3014412,0.22,ME2
539,0.61977625,0.7072733,0.38757557,0.3224654,0.5,0.0,0.5081945,0.22,ME2
540,0.8335928,0.5653719,0.50969887,0.41614977,0.5,0.0,0.537638,0.22,ME2
541,0.7878188,0.62708586,0.31423515,0.24195585,0.5,0.0,0.52483064,0.22,ME2
542,0.59714705,0.69287807,0.31585255,0.32938772,0.5,0.0,0.50678986,0.22,ME2
543,0.7991674,0.5855525,0.33475024,0.04000023,0.5,0.0,0.5475687,0.22,ME2
544,0.81827,0.5827642,0.4245413,0.098458864,0.5,0.0,0.5998393,0.22,ME2
545,0.90468955,0.6126198,0.31495884,0.040000275,0.5,0.0,0.5334616,0.22,ME2
546,0.51602626,0.43439528,0.3950535,0.040545966,0.5,0.0,0.6003347,0.22,ME2
547,0.75951904,0.6650476,0.39933336,0.24196497,0.5,0.0,0.54305995,0.22,ME2
548,0.53926253,0.68810904,0.27523243,0.45411012,0.5,0.0,0.44778445,0.22,ME2
549,0.75289994,0.7951177,0.27689445,0.62017286,0.5,0.0,0.44655412,0.22,ME2
550,0.75669104,0.55461806,0.45787516,0.16085525,0.5,0.0,0.5490635,0.22,ME2
551,0.7050071,0.5518955,0.4121684,0.18739879,0.5,0.0,0.54544044,0.22,ME2
552,0.5685483,0.4716976,0.37932402,0.20713773,0.5,0.0,0.30596137,0.46674037,ME2
553,0.86089003,0.7473333,0.37143883,0.40282425,0.5,0.0,0.5293699,0.22,ME2
554,0.460863,0.38705498,0.41375977,0.1469307,0.5,0.0,0.51171786,0.22,ME2
555,0.87926924,0.8681266,0.52420855,0.34920377,0.5,0.0,0.6655586,0.22,ME2
556,0.7062995,0.56758666,0.33767995,0.182463,0.5,0.0,0.51564837,0.22,ME2
557,0.6459568,0.5066463,0.37375763,0.04005443,0.5,0.0,0.53335416,0.22,ME2
558,0.80745846,0.5533577,0.41518,0.17673098,0.5,0.0,0.4602295,0.31184936,ME2
559,0.4483304,0.6246423,0.3992787,0.17502174,0.5,0.0,0.5269608,0.22,ME2
560,0.8136179,0.59884787,0.40501893,0.29525942,0.5,0.0,0.51940376,0.22,ME2
561,0.7405419,0.5173926,0.43353412,0.19395849,0.5,0.0,0.5408987,0.22,ME2
562,0.8099155,0.7112104,0.32867345,0.18978818,0.5,0.0,0.48585108,0.22,ME2
563,0.8623035,0.5631738,0.49324697,0.396941,0.5,0.0,0.30001676,0.26861492,ME2
564,0.79412174,0.7146048,0.37041283,0.19752367,0.5,0.0,0.43170986,0.22,ME2
565,0.73166233,0.55717885,0.47325966,0.19393006,0.5,0.0,0.47260854,0.22,ME2
566,0.97,0.65166754,0.27400506,0.3939928,0.5,0.0,0.3075547,0.22,ME2
567,0.8040338,0.7671427,0.54221326,0.63798755,0.5,0.0,0.546919,0.22,ME2
568,0.96995986,0.6086628,0.27026203,0.21085522,0.5,0.0,0.32780084,0.22,ME2
569,0.6943706,0.5592655,0.3617354,0.2235415,0.5,0.0,0.48628125,0.3886154,ME2
570,0.8202128,0.5146721,0.52827746,0.21111557,0.5,0.0,0.5386057,0.46999964,ME2
571,0.9348868,0.88070023,0.29675776,0.22298549,0.5,0.0,0.44644323,0.22,ME2
572,0.24035953,0.2507276,0.49923265,0.19323331,0.5,0.0,0.5278827,0.22,ME2
573,0.82498884,0.7042874,0.50978124,0.22980063,0.5,0.0,0.6449238,0.22,ME2
574,0.40854722,0.44083112,0.43168294,0.1839919,0.5,0.0,0.54046285,0.25151515,ME2
575,0.87658584,0.608594,0.44155568,0.19539331,0.5,0.0,0.4161796,0.22,ME2
576,0.7738406,0.8393677,0.5176273,0.6194579,0.5,0.0,0.5406161,0.22,ME2
577,0.7918643,0.57462996,0.45965627,0.20612842,0.5,0.0,0.5492896,0.22,ME2
578,0.9509413,0.7559931,0.2805153,0.23254003,0.5,0.0,0.49580574,0.22,ME2
579,0.70396954,0.4543183,0.3950462,0.2270916,0.5,0.0,0.5268148,0.22,ME2
580,0.87348205,0.8997071,0.6532423,0.5751751,0.5,0.0,0.5494789,0.22,ME2
581,0.47985545,0.45356593,0.48476774,0.13373573,0.5,0.0,0.44949242,0.22,ME2
582,0.80188215,0.559595,0.52084875,0.19891119,0.5,0.0,0.3195672,0.31379953,ME2
583,0.66691595,0.61862856,0.43283343,0.5050129,0.5,0.0,0.321393,0.27722734,ME2
584,0.87121,0.73314846,0.37353632,0.27986044,0.5,0.0,0.42920795,0.22,ME2
585,0.5869165,0.46521655,0.5114596,0.19342415,0.5,0.0,0.49386606,0.43638635,ME2
586,0.81112504,0.56787866,0.30298066,0.43457264,0.5,0.0,0.5321917,0.22,ME2
587,0.73801893,0.71113974,0.51369375,0.6990652,0.5,0.0,0.36057574,0.393578,ME2
588,0.82035327,0.7875253,0.5203425,0.3963241,0.5,0.0,0.5399737,0.22,ME2
589,0.9040611,0.75271684,0.6120473,0.5501207,0.5,0.0,0.31251737,0.22,ME2
590,0.55339557,0.4789803,0.45158836,0.17975517,0.5,0.0,0.4646141,0.22,ME2
591,0.78831816,0.69207305,0.38342342,0.46594882,0.5,0.0,0.54024327,0.22,ME2
592,0.46121573,0.4780993,0.4182429,0.14062311,0.5,0.0,0.4638822,0.22,ME2
593,0.8285313,0.8800712,0.4629449,0.6343502,0.5,0.0,0.5013006,0.22,ME2
594,0.6492952,0.6185057,0.37409717,0.27216128,0.5,0.0,0.54497504,0.22,ME2
595,0.8298293,0.5650033,0.42987934,0.1854362,0.5,0.0,0.5185335,0.22,ME2
596,0.73445845,0.6157463,0.36881995,0.18028454,0.5,0.0,0.5456554,0.29941776,ME2
597,0.8312443,0.6624896,0.37231013,0.24559988,0.5,0.0,0.54854476,0.22,ME2
598,0.8240522,0.69217706,0.40959197,0.1952405,0.5,0.0,0.5116298,0.22,ME2
599,0.8140822,0.6939697,0.4524157,0.6573934,0.5,0.0,0.53100586,0.22,ME2
600,0.6194932,0.7800219,0.34452692,0.18701513,0.5,0.0,0.5222157,0.22,ME2
601,0.6776113,0.6008775,0.40325224,0.14823823,0.5,0.0,0.53982985,0.22,ME2
602,0.7745213,0.55437386,0.45386237,0.37250665,0.5,0.0,0.50903726,0.4342788,ME2
603,0.34696412,0.57115656,0.48800924,0.16204716,0.99999875,0.0,0.49625334,0.22,ME2
604,0.8877419,0.590433,0.27002755,0.3355787,0.5,0.0,0.43384033,0.22,ME2
605,0.742926,0.6471437,0.45779854,0.20152757,0.5,0.0,0.53194565,0.22,ME2
606,0.71733457,0.58723915,0.28738803,0.3869597,0.5,0.0,0.4697408,0.22,ME2
607,0.77882004,0.6790534,0.45541015,0.35678157,0.5,0.0,0.5164755,0.22,ME2
608,0.3919222,0.5767538,0.37488607,0.05405487,0.5,0.0,0.49259734,0.22,ME2
609,0.54421973,0.46209702,0.33302978,0.18769842,0.5,0.0,0.35359046,0.30163667,ME2
610,0.58468145,0.7429877,0.36068156,0.1890476,0.5,0.0,0.4803663,0.22,ME2
611,0.88754857,0.7142549,0.2787291,0.24370027,0.5,0.0,0.4627917,0.22,ME2
612,0.7636777,0.56904185,0.4229864,0.17348093,0.5,0.0,0.53599036,0.22,ME2
613,0.75892025,0.6404555,0.4458986,0.385916,0.5,0.0,0.5093471,0.24408409,ME2
614,0.5544961,0.518583,0.55563104,0.36419058,0.5,0.0,0.5222002,0.22,ME2
615,0.8426199,0.6072298,0.37499443,0.21314502,0.5,0.0,0.5324966,0.22,ME2
616,0.77051365,0.894282,0.5069356,0.36645898,0.5,0.0,0.5285944,0.22,ME2
617,0.5364187,0.7437957,0.38341594,0.1704439,0.5,0.0,0.54875153,0.22,ME2
618,0.829046,0.8957041,0.59094775,0.35301083,0.5,0.0,0.52040285,0.22,ME2
619,0.72232354,0.7441814,0.43363172,0.19350815,0.5,0.0,0.5350253,0.22,ME2
620,0.25692686,0.4018771,0.41660208,0.2744279,0.5,0.0,0.4425304,0.22,ME2
621,0.5146558,0.56136125,0.43289012,0.16887528,0.5,0.0,0.5304023,0.22,ME2
622,0.74708027,0.5981789,0.35558105,0.22467437,0.5,0.0,0.53472984,0.22,ME2
623,0.85561043,0.55946904,0.6882785,0.30967593,0.5,0.0,0.3,0.3379478,ME2
624,0.7368742,0.8999961,0.48108038,0.3725749,0.5,0.0,0.52169186,0.22,ME2
625,0.8036122,0.5669321,0.36924043,0.20746048,0.5,0.0,0.45689654,0.22,ME2
626,0.57520103,0.6899829,0.35002226,0.29455468,0.5,0.0,0.45630378,0.22,ME2
627,0.79458255,0.53019965,0.43563408,0.18410909,0.5,0.0,0.44243726,0.33064112,ME2
628,0.74185705,0.55864185,0.41982463,0.17333531,0.5,0.0,0.48454604,0.22,ME2
629,0.91668004,0.61211616,0.3020738,0.20117205,0.5,0.0,0.4260664,0.22,ME2
630,0.7813886,0.58431023,0.54162854,0.2281699,0.5,0.0,0.3334634,0.2900859,ME2
631,0.72735626,0.5605428,0.35652214,0.062281016,0.5,0.0,0.5222064,0.22,ME2
632,0.82394266,0.61749506,0.29091522,0.22411636,0.5,0.0,0.5229858,0.22,ME2
633,0.5865284,0.48179254,0.38907227,0.16899535,0.5,0.0,0.48053217,0.392243,ME2
634,0.70132136,0.5667528,0.3302904,0.19757672,0.5,0.0,0.50643486,0.22,ME2
635,0.8139542,0.6782675,0.44059235,0.29908696,0.5,0.0,0.5489805,0.22,ME2
636,0.82929283,0.5613644,0.38881326,0.40183762,0.5,0.0,0.47011295,0.22,ME2
637,0.7098877,0.5871052,0.3808205,0.17166752,0.5,0.0,0.5092445,0.22,ME2
638,0.6653014,0.569601,0.29969046,0.45529288,0.5,0.0,0.46040443,0.22,ME2
639,0.7674068,0.44329718,0.3744142,0.17739682,0.5,0.0,0.5215452,0.22,ME2
640,0.79072016,0.6456633,0.39429277,0.3117004,0.5,0.0,0.5421847,0.22,ME2
641,0.8038146,0.60225224,0.43085924,0.29911435,0.5,0.0,0.50403374,0.28676608,ME2
642,0.7515275,0.5512419,0.42736912,0.3537186,0.5,0.0,0.5383026,0.22,ME2
643,0.62850463,0.4875222,0.33950144,0.4381636,0.5,0.0,0.54347616,0.22,ME2
644,0.32465932,0.3443099,0.4563478,0.10832549,0.5,0.0,0.5300928,0.22,ME2
645,0.62760866,0.49701065,0.42899835,0.25357482,0.5,0.0,0.42492193,0.46614987,ME2
646,0.8333173,0.5565364,0.48821735,0.1971622,0.5,0.0,0.53264314,0.22,ME2
647,0.76541156,0.5756431,0.3993912,0.6494676,0.5,0.0,0.53541225,0.22,ME2
