age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
31,Self-emp-not-inc,181842,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
34,Private,158605,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,1,1,2,United-States,<=50K
32,Local-gov,187063,11th,Married-civ-spouse,Sales,Husband,White,Male,1,1,0,United-States,>50K
23,Self-emp-not-inc,103868,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,1,2,India,<=50K
28,Self-emp-inc,192569,9th,Never-married,Sales,Husband,Black,Female,0,0,0,United-States,<=50K
28,Private,136952,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,1,1,2,India,>50K
20,Self-emp-not-inc,94500,11th,Never-married,Sales,Own-child,White,Female,0,1,0,United-States,<=50K
34,Self-emp-not-inc,137258,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
22,Private,122285,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,1,0,India,>50K
25,Self-emp-not-inc,227528,HS-grad,Never-married,Other-service,Husband,Black,Female,0,1,0,United-States,>50K
30,Self-emp-not-inc,157022,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,United-States,<=50K
30,Private,136662,HS-grad,Divorced,Other-service,Own-child,White,Male,0,1,0,Haiti,>50K
24,Private,111018,11th,Married-civ-spouse,Sales,Own-child,White,Male,0,1,0,India,<=50K
31,Self-emp-not-inc,188560,Bachelors,Never-married,Other-service,Husband,White,Female,0,1,0,Puerto-Rico,<=50K
33,State-gov,200021,Some-college,Never-married,Other-service,Husband,White,Female,0,1,0,United-States,<=50K
27,Private,122269,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,2,United-States,<=50K
29,Self-emp-not-inc,126965,Bachelors,Never-married,Adm-clerical,Husband,White,Male,0,1,0,United-States,>50K
26,Private,124890,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,2,El-Salvador,<=50K
34,Self-emp-not-inc,169040,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,2,United-States,<=50K
36,Self-emp-not-inc,173582,HS-grad,Never-married,Tech-support,Husband,White,Male,0,1,2,United-States,<=50K
23,Private,95603,11th,Married-civ-spouse,Craft-repair,Husband,White,Female,1,1,0,United-States,>50K
34,Private,127672,Assoc-acdm,Never-married,Adm-clerical,Husband,Black,Female,0,1,0,India,<=50K
18,Self-emp-not-inc,87807,Assoc-voc,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,1,0,United-States,>50K
27,Self-emp-not-inc,133844,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,1,0,Nicaragua,>50K
34,Private,170174,Masters,Married-civ-spouse,Other-service,Husband,White,Female,1,1,0,United-States,>50K
32,Local-gov,141265,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,0,United-States,>50K
31,Self-emp-not-inc,152784,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
30,Federal-gov,163232,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,>50K
21,State-gov,80837,Assoc-voc,Divorced,Other-service,Husband,Black,Female,1,1,2,United-States,<=50K
21,Local-gov,218895,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,2,India,<=50K
33,Local-gov,156934,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,1,2,United-States,<=50K
27,Self-emp-not-inc,119721,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,1,0,United-States,>50K
28,Self-emp-not-inc,126238,Assoc-acdm,Separated,Craft-repair,Husband,White,Female,0,1,2,Haiti,<=50K
29,State-gov,149596,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,1,2,United-States,>50K
32,Self-emp-not-inc,156753,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,0,United-States,<=50K
33,Local-gov,147687,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Female,1,1,0,Haiti,<=50K
32,Self-emp-not-inc,150368,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,>50K
34,Self-emp-not-inc,176891,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,<=50K
32,Self-emp-not-inc,168962,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
26,Self-emp-not-inc,138116,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,2,United-States,<=50K
36,Self-emp-not-inc,185497,Some-college,Married-civ-spouse,Sales,Husband,White,Female,1,1,0,United-States,<=50K
27,Self-emp-not-inc,198859,Bachelors,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,>50K
30,Self-emp-not-inc,150474,Bachelors,Never-married,Sales,Husband,White,Female,1,0,2,United-States,<=50K
32,State-gov,137908,HS-grad,Never-married,Other-service,Own-child,White,Male,0,1,0,United-States,>50K
22,Self-emp-not-inc,97098,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,0,India,>50K
29,Self-emp-not-inc,166370,Bachelors,Never-married,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
25,Private,89862,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
31,Self-emp-not-inc,153983,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,India,>50K
32,Local-gov,147343,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,0,United-States,<=50K
26,Self-emp-not-inc,194742,Bachelors,Never-married,Other-service,Husband,Black,Female,0,1,2,United-States,<=50K
32,Self-emp-not-inc,150133,Bachelors,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,0,United-States,>50K
33,Self-emp-not-inc,151585,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,>50K
27,Self-emp-not-inc,117093,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
28,Federal-gov,166992,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,1,2,United-States,<=50K
36,Self-emp-not-inc,172484,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,<=50K
29,Self-emp-not-inc,170934,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,>50K
24,Private,97021,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,1,1,2,United-States,>50K
30,Self-emp-not-inc,130443,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,2,United-States,>50K
25,Self-emp-not-inc,169305,Some-college,Married-civ-spouse,Sales,Husband,White,Female,0,1,2,United-States,>50K
35,Self-emp-not-inc,148220,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,0,United-States,>50K
31,Self-emp-not-inc,158663,11th,Married-civ-spouse,Sales,Not-in-family,White,Male,1,1,0,United-States,<=50K
33,Private,147865,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,United-States,<=50K
32,Self-emp-not-inc,188200,Bachelors,Never-married,Craft-repair,Husband,White,Female,0,1,2,United-States,>50K
29,Self-emp-not-inc,159426,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,>50K
33,Local-gov,191898,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
28,Self-emp-not-inc,163756,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1,0,Puerto-Rico,<=50K
32,Self-emp-not-inc,175809,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,>50K
18,Private,83328,11th,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,1,0,India,>50K
27,Self-emp-not-inc,143650,Bachelors,Widowed,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,<=50K
32,Self-emp-inc,157274,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,2,United-States,<=50K
28,Self-emp-not-inc,139593,11th,Never-married,Machine-op-inspct,Husband,White,Female,0,1,2,United-States,<=50K
33,Private,159522,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,1,1,0,United-States,<=50K
36,Private,173167,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
24,Private,113450,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,0,1,2,United-States,<=50K
31,Self-emp-not-inc,180900,Assoc-acdm,Never-married,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
34,Self-emp-inc,150926,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,1,0,India,<=50K
31,Private,143444,HS-grad,Never-married,Other-service,Not-in-family,White,Male,1,1,2,United-States,<=50K
31,Self-emp-not-inc,200710,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,>50K
22,Self-emp-not-inc,97251,11th,Divorced,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
28,Private,127798,12th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,>50K
27,Federal-gov,111834,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,1,1,2,United-States,<=50K
31,Local-gov,163034,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,2,United-States,<=50K
27,State-gov,194469,Bachelors,Never-married,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
29,Self-emp-not-inc,151861,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Female,1,1,2,India,<=50K
23,Self-emp-not-inc,98915,Bachelors,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,0,United-States,>50K
32,Self-emp-not-inc,186991,9th,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,1,0,United-States,>50K
31,Private,150117,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,>50K
24,Self-emp-not-inc,132943,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,0,India,>50K
27,Self-emp-not-inc,111736,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,1,0,India,<=50K
28,Private,109618,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,1,0,United-States,>50K
32,Self-emp-not-inc,155323,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,>50K
30,Private,132922,Masters,Married-civ-spouse,Sales,Own-child,White,Female,0,1,0,United-States,<=50K
31,Self-emp-not-inc,156489,Assoc-acdm,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
28,Private,107912,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,1,0,United-States,<=50K
31,Self-emp-not-inc,189266,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,0,2,United-States,<=50K
25,Self-emp-not-inc,113611,HS-grad,Married-civ-spouse,Other-service,Own-child,Black,Male,1,1,0,United-States,<=50K
30,Private,142924,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
35,State-gov,161051,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,>50K
24,Self-emp-not-inc,185271,Bachelors,Never-married,Other-service,Husband,White,Male,1,1,2,United-States,<=50K
28,Private,121007,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,1,2,United-States,>50K
27,Private,125854,Masters,Never-married,Craft-repair,Husband,White,Female,0,1,2,United-States,<=50K
19,Private,79248,Bachelors,Never-married,Craft-repair,Own-child,White,Male,1,1,2,India,<=50K
34,Private,135036,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,1,0,Vietnam,<=50K
35,Self-emp-not-inc,144309,Bachelors,Married-civ-spouse,Tech-support,Own-child,White,Female,1,0,0,United-States,<=50K
26,State-gov,159636,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,0,1,0,India,>50K
26,Private,135883,Some-college,Married-civ-spouse,Sales,Husband,Black,Female,0,1,0,Nicaragua,<=50K
26,State-gov,130630,11th,Never-married,Machine-op-inspct,Husband,White,Male,1,1,0,United-States,<=50K
33,State-gov,152684,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,<=50K
24,Self-emp-inc,112908,11th,Divorced,Adm-clerical,Not-in-family,White,Female,0,1,0,India,>50K
28,Self-emp-not-inc,136538,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1,0,United-States,>50K
30,Self-emp-not-inc,169370,Bachelors,Never-married,Machine-op-inspct,Husband,Black,Female,0,0,0,United-States,<=50K
33,Federal-gov,167041,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,United-States,<=50K
26,Self-emp-not-inc,118872,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,1,0,United-States,<=50K
30,Self-emp-not-inc,185755,Bachelors,Never-married,Other-service,Husband,White,Male,0,1,0,India,>50K
22,Private,122966,Assoc-voc,Separated,Tech-support,Husband,Black,Female,1,1,2,Puerto-Rico,<=50K
31,Private,157993,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,Female,0,1,0,United-States,<=50K
30,Self-emp-not-inc,178151,Some-college,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,0,Haiti,>50K
26,Private,123566,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Female,1,1,2,India,<=50K
22,Self-emp-not-inc,114217,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1,0,United-States,<=50K
26,Private,154294,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,>50K
31,State-gov,196915,Bachelors,Never-married,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
39,State-gov,127723,HS-grad,Never-married,Craft-repair,Husband,White,Female,0,1,0,United-States,>50K
34,Local-gov,182758,Some-college,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
31,Local-gov,176008,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,<=50K
31,Federal-gov,175264,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Female,1,1,2,United-States,<=50K
34,Self-emp-not-inc,153964,Assoc-voc,Never-married,Craft-repair,Husband,White,Female,0,0,0,United-States,<=50K
35,Self-emp-not-inc,168398,HS-grad,Never-married,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
35,Local-gov,162787,Assoc-acdm,Never-married,Priv-house-serv,Husband,White,Female,0,1,0,United-States,<=50K
29,Self-emp-not-inc,156980,HS-grad,Never-married,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
27,Self-emp-inc,152692,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,>50K
18,Federal-gov,242026,Some-college,Never-married,Other-service,Husband,White,Female,0,0,0,Mexico,<=50K
26,Private,121138,Bachelors,Never-married,Tech-support,Husband,White,Female,0,1,0,United-States,<=50K
28,Self-emp-not-inc,181117,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,India,<=50K
28,Self-emp-not-inc,149338,Bachelors,Never-married,Sales,Husband,Black,Male,0,0,0,India,<=50K
32,State-gov,170000,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,>50K
33,Local-gov,170491,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,>50K
21,Private,80660,Assoc-acdm,Never-married,Prof-specialty,Own-child,Black,Male,0,1,2,United-States,<=50K
36,Private,175180,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,>50K
29,Self-emp-not-inc,185863,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,1,0,United-States,>50K
22,Self-emp-not-inc,70083,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Black,Male,1,0,0,Mexico,>50K
25,Self-emp-not-inc,106286,Bachelors,Never-married,Tech-support,Own-child,Black,Male,0,1,0,India,>50K
32,Private,119671,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
35,Self-emp-not-inc,168781,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1,0,United-States,<=50K
25,Self-emp-not-inc,125092,Bachelors,Separated,Machine-op-inspct,Not-in-family,White,Female,1,0,0,India,<=50K
27,Private,151288,Assoc-voc,Married-civ-spouse,Sales,Own-child,White,Male,1,1,0,United-States,>50K
26,Private,134817,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,0,United-States,<=50K
25,Private,119286,11th,Never-married,Adm-clerical,Husband,Black,Female,0,1,0,India,<=50K
31,Self-emp-not-inc,175844,11th,Never-married,Sales,Husband,Black,Female,0,1,0,Haiti,<=50K
30,Self-emp-not-inc,158993,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,India,<=50K
29,Federal-gov,183726,Bachelors,Never-married,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
24,Private,106477,Assoc-voc,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
30,Self-emp-not-inc,173185,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,United-States,>50K
27,Self-emp-not-inc,164446,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,<=50K
21,Self-emp-not-inc,84912,HS-grad,Never-married,Craft-repair,Own-child,White,Male,1,0,0,United-States,>50K
28,Self-emp-not-inc,153299,11th,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Female,1,1,0,United-States,>50K
30,State-gov,162198,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,United-States,<=50K
33,State-gov,191787,Some-college,Never-married,Sales,Husband,White,Male,0,1,0,United-States,>50K
31,Private,142563,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
29,Private,142134,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
36,Local-gov,187421,Some-college,Never-married,Sales,Husband,White,Male,0,0,0,United-States,<=50K
33,Self-emp-not-inc,142931,11th,Never-married,Craft-repair,Husband,White,Male,0,1,0,United-States,>50K
26,Self-emp-not-inc,111633,Bachelors,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,1,1,0,United-States,<=50K
27,State-gov,172051,Masters,Never-married,Craft-repair,Husband,White,Female,0,0,0,United-States,>50K
31,Self-emp-not-inc,162500,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,Puerto-Rico,<=50K
31,Self-emp-not-inc,186686,Bachelors,Never-married,Craft-repair,Husband,White,Male,1,1,0,India,<=50K
31,Private,122552,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,0,1,0,India,<=50K
31,Self-emp-not-inc,169977,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
31,Self-emp-not-inc,181338,Some-college,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,0,United-States,<=50K
35,Local-gov,164295,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
24,Private,116252,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Female,0,1,2,United-States,<=50K
28,Self-emp-not-inc,124740,HS-grad,Never-married,Other-service,Own-child,White,Male,0,1,0,Nicaragua,<=50K
32,Federal-gov,180098,Assoc-acdm,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,0,United-States,<=50K
27,Self-emp-not-inc,112326,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,1,1,2,India,<=50K
19,Self-emp-not-inc,237804,Some-college,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,0,0,India,>50K
25,Private,141092,Assoc-acdm,Separated,Craft-repair,Husband,White,Male,0,1,2,India,<=50K
26,Private,133622,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,0,Haiti,<=50K
32,Self-emp-not-inc,155860,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Male,0,1,0,United-States,<=50K
33,Self-emp-not-inc,154084,Masters,Never-married,Other-service,Husband,White,Male,0,1,0,United-States,>50K
29,Self-emp-not-inc,141925,11th,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,0,United-States,<=50K
28,State-gov,202499,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
30,Self-emp-not-inc,180484,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,1,1,0,United-States,>50K
32,Federal-gov,168120,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,0,United-States,<=50K
23,Self-emp-not-inc,110316,11th,Never-married,Craft-repair,Husband,White,Female,0,0,0,United-States,>50K
31,Self-emp-not-inc,153109,HS-grad,Never-married,Sales,Husband,White,Male,0,1,0,United-States,<=50K
31,Self-emp-not-inc,164202,Bachelors,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
38,State-gov,182905,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
27,Self-emp-not-inc,209403,HS-grad,Never-married,Other-service,Husband,White,Male,0,1,0,United-States,>50K
30,State-gov,168563,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,1,2,Haiti,>50K
29,Federal-gov,182571,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
30,Private,133820,Bachelors,Never-married,Tech-support,Husband,White,Female,0,1,0,India,>50K
32,Federal-gov,145044,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,>50K
33,Self-emp-not-inc,150549,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
25,Private,134272,Bachelors,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,1,0,United-States,<=50K
30,State-gov,155014,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,1,1,0,India,<=50K
33,Local-gov,143190,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,<=50K
20,Self-emp-not-inc,214096,Some-college,Never-married,Other-service,Husband,White,Female,0,0,2,United-States,<=50K
24,Federal-gov,221270,Some-college,Married-civ-spouse,Craft-repair,Own-child,Black,Female,0,1,2,United-States,<=50K
33,Self-emp-not-inc,143127,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
27,Self-emp-not-inc,131895,HS-grad,Never-married,Sales,Husband,White,Male,0,1,0,India,<=50K
27,Self-emp-not-inc,191692,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Black,Male,1,0,0,United-States,<=50K
32,Self-emp-not-inc,150825,HS-grad,Separated,Protective-serv,Husband,White,Female,0,0,0,India,<=50K
34,Private,141440,Bachelors,Married-civ-spouse,Sales,Own-child,White,Female,1,1,0,United-States,>50K
25,Self-emp-not-inc,155812,Bachelors,Never-married,Sales,Husband,White,Female,1,1,2,United-States,>50K
29,Local-gov,156005,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,0,India,>50K
27,Self-emp-not-inc,132006,12th,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,1,0,United-States,<=50K
29,Private,139386,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,1,0,0,Haiti,<=50K
24,Self-emp-not-inc,113041,HS-grad,Never-married,Other-service,Own-child,White,Female,0,1,2,El-Salvador,<=50K
34,Federal-gov,154225,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,2,United-States,<=50K
24,Private,114107,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,1,1,2,United-States,<=50K
28,Self-emp-not-inc,217435,11th,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1,0,India,<=50K
24,Self-emp-not-inc,102765,11th,Never-married,Other-service,Not-in-family,White,Female,1,1,0,United-States,<=50K
31,Local-gov,149697,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,<=50K
19,Private,100234,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,1,1,0,United-States,<=50K
35,Self-emp-not-inc,172298,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,2,United-States,<=50K
26,Self-emp-not-inc,125915,11th,Married-civ-spouse,Other-service,Own-child,White,Female,0,1,0,United-States,<=50K
17,State-gov,101776,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,0,1,2,United-States,>50K
28,Self-emp-not-inc,155835,Some-college,Never-married,Prof-specialty,Husband,White,Female,0,0,0,India,<=50K
25,Federal-gov,201851,Assoc-acdm,Never-married,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
33,Self-emp-not-inc,153019,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,1,2,United-States,>50K
29,Local-gov,177150,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,Black,Female,0,1,0,United-States,<=50K
19,Private,68630,11th,Divorced,Other-service,Not-in-family,Black,Female,0,1,0,Nicaragua,>50K
27,Private,122047,Bachelors,Never-married,Prof-specialty,Husband,Black,Female,1,1,2,India,<=50K
34,Federal-gov,174572,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,1,0,0,United-States,<=50K
28,Private,138150,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,United-States,<=50K
17,Private,77982,11th,Never-married,Other-service,Own-child,Black,Male,0,1,0,United-States,>50K
31,Self-emp-inc,155708,11th,Never-married,Sales,Own-child,White,Male,0,1,0,United-States,>50K
30,Self-emp-not-inc,136960,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,1,1,0,Haiti,<=50K
34,State-gov,151857,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,2,Haiti,>50K
25,Self-emp-not-inc,111917,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,1,2,India,>50K
30,Private,120582,11th,Divorced,Adm-clerical,Own-child,White,Male,1,0,0,United-States,<=50K
29,Self-emp-not-inc,152425,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
32,Private,154777,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,1,1,0,Haiti,>50K
32,Self-emp-not-inc,157304,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
25,State-gov,128112,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,0,India,>50K
23,Local-gov,218825,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
33,Private,144539,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,1,1,0,Mexico,>50K
24,Private,163778,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,2,United-States,<=50K
35,Federal-gov,148618,Assoc-acdm,Never-married,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
20,Private,156608,Bachelors,Never-married,Other-service,Own-child,White,Female,0,1,0,United-States,<=50K
28,Local-gov,143016,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,0,0,United-States,<=50K
27,Self-emp-not-inc,110948,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,India,<=50K
29,Self-emp-not-inc,166341,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,>50K
30,Self-emp-not-inc,161046,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Female,1,1,0,Haiti,<=50K
